source.type,pucid,variable,units,mean,CV,dist.type,min.age,max.age,gender
product,CP.0400.040,use.prev,[-],0.9,1,point,13,99,W
product,CP.0400.040,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0400.040,house.prev,[-],0.9,1,point,0,99,B
product,CP.0700.020,f.residual,[-],0.01,0,point,0,99,B
product,CP.0700.020,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,CP.0700.020,volume,m^3,24,0,Point,0,99,B
product,CP.0700.020,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0700.020,mass,g,23,1,Lognormal,0,99,B
product,CP.0700.020,use.freq,1/year,365,1,lognormal,0,99,B
product,CP.0700.020,duration,minutes,3,1,Lognormal,0,99,B
product,CP.0700.020,use.prev,[-],0.2,1,point,0,12,B
product,CP.0700.020,use.prev,[-],0.55,1,point,13,99,M
product,CP.0700.020,use.prev,[-],0.55,1,point,13,99,W
product,CP.0700.020,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0700.020,house.prev,[-],0.55,1,point,0,99,B
product,CP.0500.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.0500.010,volume,m^3,24,0,Point,0,99,B
product,CP.0500.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0500.010,mass,g,500,1,Lognormal,0,99,B
product,CP.0500.010,use.freq,1/year,4,1,lognormal,0,99,B
product,CP.0500.010,duration,minutes,20,1,Lognormal,0,99,B
product,CP.0500.010,use.prev,[-],0,1,point,0,12,B
product,CP.0500.010,use.prev,[-],0.3,1,point,13,99,M
product,CP.0500.010,use.prev,[-],0.3,1,point,13,99,W
product,CP.0500.010,f.contact,[-],0.001,0,Point,0,99,B
product,CP.0500.010,house.prev,[-],0.3,1,point,0,99,B
product,CP.1200.010,f.residual,[-],0.5,0,point,0,99,B
product,CP.1200.010,volume,m^3,24,0,Point,0,99,B
product,CP.1200.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.010,mass,g,3,1,Lognormal,0,99,B
product,CP.1200.010,use.freq,1/year,12,1,lognormal,0,99,B
product,CP.1200.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1200.010,use.prev,[-],0,1,point,0,12,B
product,CP.1200.010,use.prev,[-],0.01,1,point,13,99,M
product,CP.1200.010,use.prev,[-],0.01,1,point,13,99,W
product,CP.1200.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.010,house.prev,[-],0.01,1,point,0,99,B
product,CP.1200.020,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.020,volume,m^3,24,0,Point,0,99,B
product,CP.1200.020,mass,g,10,1,Lognormal,0,99,B
product,CP.1200.020,use.freq,1/year,365,1,lognormal,0,99,B
product,CP.1200.020,duration,minutes,5,1,Lognormal,0,99,B
product,CP.1200.020,use.prev,[-],0.02,1,point,0,12,B
product,CP.1200.020,use.prev,[-],0.2,1,point,13,99,M
product,CP.1200.020,use.prev,[-],0.4,1,point,13,99,W
product,CP.1200.020,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.020,house.prev,[-],0.4,1,point,0,99,B
product,EL.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,EL.0400.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,EL.0400.010,volume,m^3,24,0,Point,0,99,B
product,EL.0400.010,f.drain,[-],1,0,Uniform,0,99,B
product,EL.0400.010,mass,g,20,1,Lognormal,0,99,B
product,EL.0400.010,use.freq,1/year,14,1,lognormal,0,99,B
product,EL.0400.010,duration,minutes,10,1,Lognormal,0,99,B
product,EL.0400.010,use.prev,[-],0,1,point,0,12,B
product,EL.0400.010,use.prev,[-],0.13,1,point,13,99,M
product,EL.0400.010,use.prev,[-],0.13,1,point,13,99,W
product,EL.0400.010,f.contact,[-],0.01,0,Point,0,99,B
product,EL.0400.010,house.prev,[-],0.13,1,point,0,99,B
product,CP.1200.030,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.030,volume,m^3,24,0,Point,0,99,B
product,CP.1200.030,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.030,mass,g,20,1,Lognormal,0,99,B
product,CP.1200.030,use.freq,1/year,52,1,lognormal,0,99,B
product,CP.1200.030,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1200.030,use.prev,[-],0,1,point,0,12,B
product,CP.1200.030,use.prev,[-],0.2,1,point,13,99,M
product,CP.1200.030,use.prev,[-],0.2,1,point,13,99,W
product,CP.1200.030,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.030,house.prev,[-],0.2,1,point,0,99,B
product,CP.1200.040,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.040,volume,m^3,24,0,Point,0,99,B
product,CP.1200.040,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.040,mass,g,20,1,Lognormal,0,99,B
product,CP.1200.040,use.freq,1/year,52,1,lognormal,0,99,B
product,CP.1200.040,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1200.040,use.prev,[-],0,1,point,0,12,B
product,CP.1200.040,use.prev,[-],0.2,1,point,13,99,M
product,CP.1200.040,use.prev,[-],0.2,1,point,13,99,W
product,CP.1200.040,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.040,house.prev,[-],0.2,1,point,0,99,B
product,CP.1200.050,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.050,volume,m^3,24,0,Point,0,99,B
product,CP.1200.050,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.050,mass,g,75,1,Lognormal,0,99,B
product,CP.1200.050,use.freq,1/year,182,1,lognormal,0,99,B
product,CP.1200.050,duration,minutes,5,1,Lognormal,0,99,B
product,CP.1200.050,use.prev,[-],0.05,1,point,0,12,B
product,CP.1200.050,use.prev,[-],0.8,1,point,13,99,M
product,CP.1200.050,use.prev,[-],0.8,1,point,13,99,W
product,CP.1200.050,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.050,house.prev,[-],0.8,1,point,0,99,B
product,CP.0600.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.0600.010,volume,m^3,24,0,Point,0,99,B
product,CP.0600.010,mass,g,50,1,Lognormal,0,99,B
product,CP.0600.010,use.freq,1/year,2,1,lognormal,0,99,B
product,CP.0600.010,duration,minutes,30,1,Lognormal,0,99,B
product,CP.0600.010,use.prev,[-],0,1,point,0,12,B
product,CP.0600.010,use.prev,[-],0.01,1,point,13,99,M
product,CP.0600.010,use.prev,[-],0.01,1,point,13,99,W
product,CP.0600.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0600.010,house.prev,[-],0.01,1,point,0,99,B
product,CP.0300.030,f.residual,[-],0.01,0,point,0,99,B
product,CP.0300.030,volume,m^3,24,0,Point,0,99,B
product,CP.0300.030,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0300.030,mass,g,560,1,Lognormal,0,99,B
product,CP.0300.030,use.freq,1/year,60,1,lognormal,0,99,B
product,CP.0300.030,duration,minutes,30,1,Lognormal,0,99,B
product,CP.0300.030,use.prev,[-],0,1,point,0,12,B
product,CP.0300.030,use.prev,[-],0.53,1,point,13,99,M
product,CP.0300.030,use.prev,[-],0.66,1,point,13,99,W
product,CP.0300.030,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0300.030,house.prev,[-],0.66,1,point,0,99,B
product,CP.0300.040,f.residual,[-],0.01,0,point,0,99,B
product,CP.0300.040,volume,m^3,24,0,Point,0,99,B
product,CP.0300.040,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,CP.0300.040,mass,g,550,1,Lognormal,0,99,B
product,CP.0300.040,use.freq,1/year,2,1,lognormal,0,99,B
product,CP.0300.040,duration,minutes,90,1,Lognormal,0,99,B
product,CP.0300.040,use.prev,[-],0,1,point,0,12,B
product,CP.0300.040,use.prev,[-],0.63,1,point,13,99,M
product,CP.0300.040,use.prev,[-],0.69,1,point,13,99,W
product,CP.0300.040,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0300.040,house.prev,[-],0.69,1,point,0,99,B
product,CP.0700.030,f.residual,[-],0.01,0,point,0,99,B
product,CP.0700.030,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,CP.0700.030,volume,m^3,24,0,Point,0,99,B
product,CP.0700.030,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0700.030,mass,g,33,1,Lognormal,0,99,B
product,CP.0700.030,use.freq,1/year,74,1,lognormal,0,99,B
product,CP.0700.030,duration,minutes,15,1,Lognormal,0,99,B
product,CP.0700.030,use.prev,[-],0,1,point,0,12,B
product,CP.0700.030,use.prev,[-],0.86,1,point,13,99,M
product,CP.0700.030,use.prev,[-],0.88,1,point,13,99,W
product,CP.0700.030,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0700.030,house.prev,[-],0.88,1,point,0,99,B
product,CP.0800.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.0800.010,volume,m^3,24,0,Point,0,99,B
product,CP.0800.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0800.010,mass,g,20,1,Lognormal,0,99,B
product,CP.0800.010,use.freq,1/year,4,1,lognormal,0,99,B
product,CP.0800.010,duration,minutes,2,1,Lognormal,0,99,B
product,CP.0800.010,use.prev,[-],0,1,point,0,12,B
product,CP.0800.010,use.prev,[-],0.02,1,point,13,99,M
product,CP.0800.010,use.prev,[-],0.01,1,point,13,99,W
product,CP.0800.010,f.contact,[-],1,0,Point,0,99,B
product,CP.0800.010,house.prev,[-],0.02,1,point,0,99,B
product,CP.0900.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.0900.010,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,CP.0900.010,volume,m^3,24,0,Point,0,99,B
product,CP.0900.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0900.010,mass,g,20,1,Lognormal,0,99,B
product,CP.0900.010,use.freq,1/year,12,1,lognormal,0,99,B
product,CP.0900.010,duration,minutes,40,1,Lognormal,0,99,B
product,CP.0900.010,use.prev,[-],0,1,point,0,12,B
product,CP.0900.010,use.prev,[-],0.1,1,point,13,99,M
product,CP.0900.010,use.prev,[-],0.3,1,point,13,99,W
product,CP.0900.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0900.010,house.prev,[-],0.3,1,point,0,99,B
product,CP.0900.010,mass,g,200,1,Lognormal,0,99,B
product,CP.1000.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1000.010,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,CP.1000.010,volume,m^3,24,0,Point,0,99,B
product,CP.1000.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,CP.1000.010,mass,g,5,1,Lognormal,0,99,B
product,CP.1000.010,use.freq,1/year,52,1,lognormal,0,99,B
product,CP.1000.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1000.010,use.prev,[-],0,1,point,0,12,B
product,CP.1000.010,use.prev,[-],0.01,1,point,13,99,M
product,CP.1000.010,use.prev,[-],0.01,1,point,13,99,W
product,CP.1000.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1000.010,house.prev,[-],0.01,1,point,0,99,B
product,CP.1100.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1100.010,volume,m^3,24,0,Point,0,99,B
product,CP.1100.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,CP.1100.010,mass,g,30,1,Lognormal,0,99,B
product,CP.1100.010,use.freq,1/year,12,1,lognormal,0,99,B
product,CP.1100.010,duration,minutes,5,1,Lognormal,0,99,B
product,CP.1100.010,use.prev,[-],0,1,point,0,12,B
product,CP.1100.010,use.prev,[-],0.05,1,point,13,99,M
product,CP.1100.010,use.prev,[-],0.05,1,point,13,99,W
product,CP.1100.010,f.contact,[-],0.017,0,Point,0,99,B
product,CP.1100.010,house.prev,[-],0.05,1,point,0,99,B
product,CP.1200.060,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.060,volume,m^3,24,0,Point,0,99,B
product,CP.1200.060,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.060,mass,g,155,1,Lognormal,0,99,B
product,CP.1200.060,use.freq,1/year,365,1,lognormal,0,99,B
product,CP.1200.060,duration,minutes,5,1,Lognormal,0,99,B
product,CP.1200.060,use.prev,[-],0.1,1,point,0,12,B
product,CP.1200.060,use.prev,[-],0.8,1,point,13,99,M
product,CP.1200.060,use.prev,[-],1,1,point,13,99,W
product,CP.1200.060,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.060,house.prev,[-],1,1,point,0,99,B
product,CP.1200.060,mass,g,175,1,Lognormal,0,99,B
product,CP.1200.070,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.070,volume,m^3,24,0,Point,0,99,B
product,CP.1200.070,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.070,mass,g,15,1,Lognormal,0,99,B
product,CP.1200.070,use.freq,1/year,128,1,lognormal,0,99,B
product,CP.1200.070,duration,minutes,5,1,Lognormal,0,99,B
product,CP.1200.070,use.prev,[-],0,1,point,0,12,B
product,CP.1200.070,use.prev,[-],0.02,1,point,13,99,M
product,CP.1200.070,use.prev,[-],0.02,1,point,13,99,W
product,CP.1200.070,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.070,house.prev,[-],0.02,1,point,0,99,B
product,CP.1200.080,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.080,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,CP.1200.080,volume,m^3,24,0,Point,0,99,B
product,CP.1200.080,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.080,mass,g,5,1,Lognormal,0,99,B
product,CP.1200.080,use.freq,1/year,128,1,lognormal,0,99,B
product,CP.1200.080,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1200.080,use.prev,[-],0.05,1,point,0,12,B
product,CP.1200.080,use.prev,[-],0.64,1,point,13,99,M
product,CP.1200.080,use.prev,[-],0.8,1,point,13,99,W
product,CP.1200.080,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.080,house.prev,[-],0.8,1,point,0,99,B
product,CP.1200.090,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.090,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,CP.1200.090,volume,m^3,24,0,Point,0,99,B
product,CP.1200.090,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.090,mass,g,10,1,Lognormal,0,99,B
product,CP.1200.090,use.freq,1/year,52,1,lognormal,0,99,B
product,CP.1200.090,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1200.090,use.prev,[-],0,1,point,0,12,B
product,CP.1200.090,use.prev,[-],0.2,1,point,13,99,M
product,CP.1200.090,use.prev,[-],0.2,1,point,13,99,W
product,CP.1200.090,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.090,house.prev,[-],0.2,1,point,0,99,B
product,CP.1300.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1300.010,volume,m^3,24,0,Point,0,99,B
product,CP.1300.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1300.010,mass,g,50,1,Lognormal,0,99,B
product,CP.1300.010,use.freq,1/year,6,1,lognormal,0,99,B
product,CP.1300.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1300.010,use.prev,[-],0,1,point,0,12,B
product,CP.1300.010,use.prev,[-],0.2,1,point,13,99,M
product,CP.1300.010,use.prev,[-],0.2,1,point,13,99,W
product,CP.1300.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1300.010,house.prev,[-],0.2,1,point,0,99,B
product,CP.1400.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1400.010,volume,m^3,24,0,Point,0,99,B
product,CP.1400.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1400.010,mass,g,20,1,Lognormal,0,99,B
product,CP.1400.010,use.freq,1/year,2,1,lognormal,0,99,B
product,CP.1400.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1400.010,use.prev,[-],0,1,point,0,12,B
product,CP.1400.010,use.prev,[-],0.2,1,point,13,99,M
product,CP.1400.010,use.prev,[-],0.2,1,point,13,99,W
product,CP.1400.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1400.010,house.prev,[-],0.2,1,point,0,99,B
product,CP.1500.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1500.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,CP.1500.010,volume,m^3,24,0,Point,0,99,B
product,CP.1500.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1500.010,mass,g,25,1,Lognormal,0,99,B
product,CP.1500.010,use.freq,1/year,7,1,lognormal,0,99,B
product,CP.1500.010,duration,minutes,20,1,Lognormal,0,99,B
product,CP.1500.010,use.prev,[-],0,1,point,0,12,B
product,CP.1500.010,use.prev,[-],0.33,1,point,13,99,M
product,CP.1500.010,use.prev,[-],0.34,1,point,13,99,W
product,CP.1500.010,f.contact,[-],0.001,0,Point,0,99,B
product,CP.1500.010,house.prev,[-],0.34,1,point,0,99,B
product,CP.1600.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1600.010,volume,m^3,24,0,Point,0,99,B
product,CP.1600.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,CP.1600.010,mass,g,5,1,Lognormal,0,99,B
product,CP.1600.010,use.freq,1/year,15,1,lognormal,0,99,B
product,CP.1600.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1600.010,use.prev,[-],0.01,1,point,0,12,B
product,CP.1600.010,use.prev,[-],0.12,1,point,13,99,M
product,CP.1600.010,use.prev,[-],0.12,1,point,13,99,W
product,CP.1600.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1600.010,house.prev,[-],0.12,1,point,0,99,B
product,CP.0700.040,f.residual,[-],0.01,0,point,0,99,B
product,CP.0700.040,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,CP.0700.040,volume,m^3,24,0,Point,0,99,B
product,CP.0700.040,f.drain,[-],1,0,Uniform,0,99,B
product,CP.0700.040,mass,g,25,1,Lognormal,0,99,B
product,CP.0700.040,use.freq,1/year,365,1,lognormal,0,99,B
product,CP.0700.040,duration,minutes,40,1,Lognormal,0,99,B
product,CP.0700.040,use.prev,[-],0.1,1,point,0,12,B
product,CP.0700.040,use.prev,[-],1,1,point,13,99,M
product,CP.0700.040,use.prev,[-],1,1,point,13,99,W
product,CP.0700.040,f.contact,[-],0.01,0,Point,0,99,B
product,CP.0700.040,house.prev,[-],1,1,point,0,99,B
product,CP.0700.040,use.prev,[-],0.2,1,point,0,12,B
product,CP.1700.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1700.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,CP.1700.010,volume,m^3,24,0,Point,0,99,B
product,CP.1700.010,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1700.010,mass,g,20,1,Lognormal,0,99,B
product,CP.1700.010,use.freq,1/year,12,1,lognormal,0,99,B
product,CP.1700.010,duration,minutes,10,1,Lognormal,0,99,B
product,CP.1700.010,use.prev,[-],0.01,1,point,0,12,B
product,CP.1700.010,use.prev,[-],0.4,1,point,13,99,M
product,CP.1700.010,use.prev,[-],0.4,1,point,13,99,W
product,CP.1700.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1700.010,house.prev,[-],0.4,1,point,0,99,B
product,CP.1800.010,f.residual,[-],0.01,0,point,0,99,B
product,CP.1800.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,CP.1800.010,volume,m^3,24,0,Point,0,99,B
product,CP.1800.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,CP.1800.010,mass,g,100,1,Lognormal,0,99,B
product,CP.1800.010,use.freq,1/year,5,1,lognormal,0,99,B
product,CP.1800.010,duration,minutes,60,1,Lognormal,0,99,B
product,CP.1800.010,use.prev,[-],0,1,point,0,12,B
product,CP.1800.010,use.prev,[-],0.53,1,point,13,99,M
product,CP.1800.010,use.prev,[-],0.63,1,point,13,99,W
product,CP.1800.010,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1800.010,house.prev,[-],0.63,1,point,0,99,B
product,LY.0100.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0100.010,volume,m^3,480,0,Point,0,99,B
product,LY.0100.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,LY.0100.010,mass,g,1000,1,Lognormal,0,99,B
product,LY.0100.010,use.freq,1/year,12,1,lognormal,0,99,B
product,LY.0100.010,duration,minutes,30,1,Lognormal,0,99,B
product,LY.0100.010,use.prev,[-],0,1,point,0,12,B
product,LY.0100.010,use.prev,[-],0.4,1,point,13,99,M
product,LY.0100.010,use.prev,[-],0.4,1,point,13,99,W
product,LY.0100.010,f.contact,[-],5.00E-04,0,Point,0,99,B
product,LY.0100.010,house.prev,[-],0.4,1,point,0,99,B
product,LY.0600.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0600.010,volume,m^3,480,0,Point,0,99,B
product,LY.0600.010,mass,g,100,1,Lognormal,0,99,B
product,LY.0600.010,use.freq,1/year,4,1,lognormal,0,99,B
product,LY.0600.010,duration,minutes,30,1,Lognormal,0,99,B
product,LY.0600.010,use.prev,[-],0.01,1,point,0,12,B
product,LY.0600.010,use.prev,[-],0.2,1,point,13,99,M
product,LY.0600.010,use.prev,[-],0.2,1,point,13,99,W
product,LY.0600.010,f.contact,[-],0.005,0,Point,0,99,B
product,LY.0600.010,house.prev,[-],0.2,1,point,0,99,B
product,LY.0600.020,f.residual,[-],0.01,0,point,0,99,B
product,LY.0600.020,volume,m^3,480,0,Point,0,99,B
product,LY.0600.020,mass,g,10000,1,Lognormal,0,99,B
product,LY.0600.020,use.freq,1/year,2,1,lognormal,0,99,B
product,LY.0600.020,duration,minutes,120,1,Lognormal,0,99,B
product,LY.0600.020,use.prev,[-],0.01,1,point,0,12,B
product,LY.0600.020,use.prev,[-],0.4,1,point,13,99,M
product,LY.0600.020,use.prev,[-],0.4,1,point,13,99,W
product,LY.0600.020,f.contact,[-],5.00E-05,0,Point,0,99,B
product,LY.0600.020,house.prev,[-],0.4,1,point,0,99,B
product,LY.0200.010,f.residual,[-],0.2,0,point,0,99,B
product,LY.0200.010,volume,m^3,480,0,Point,0,99,B
product,LY.0200.010,mass,g,100,1,Lognormal,0,99,B
product,LY.0200.010,use.freq,1/year,4,1,lognormal,0,99,B
product,LY.0200.010,duration,minutes,30,1,Lognormal,0,99,B
product,LY.0200.010,use.prev,[-],0,1,point,0,12,B
product,LY.0200.010,use.prev,[-],0.2,1,point,13,99,M
product,LY.0200.010,use.prev,[-],0.2,1,point,13,99,W
product,LY.0200.010,f.contact,[-],0.005,0,Point,0,99,B
product,LY.0200.010,house.prev,[-],0.2,1,point,0,99,B
product,LY.0300.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0300.010,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,LY.0300.010,volume,m^3,480,0,Point,0,99,B
product,LY.0300.010,mass,g,2800,1,Lognormal,0,99,B
product,LY.0300.010,use.freq,1/year,2,1,lognormal,0,99,B
product,LY.0300.010,duration,minutes,2,1,Lognormal,0,99,B
product,LY.0300.010,use.prev,[-],0,1,point,0,12,B
product,LY.0300.010,use.prev,[-],0.02,1,point,13,99,M
product,LY.0300.010,use.prev,[-],0.02,1,point,13,99,W
product,LY.0300.010,f.contact,[-],0.01,0,Point,0,99,B
product,LY.0300.010,house.prev,[-],0.02,1,point,0,99,B
product,LY.0300.010,f.contact,[-],0.00018,0,Point,0,99,B
product,LY.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0400.010,volume,m^3,480,0,Point,0,99,B
product,LY.0400.010,mass,g,5000,1,Lognormal,0,99,B
product,LY.0400.010,use.freq,1/year,2,1,lognormal,0,99,B
product,LY.0400.010,duration,minutes,60,1,Lognormal,0,99,B
product,LY.0400.010,use.prev,[-],0,1,point,0,12,B
product,LY.0400.010,use.prev,[-],0.05,1,point,13,99,M
product,LY.0400.010,use.prev,[-],0.05,1,point,13,99,W
product,LY.0400.010,f.contact,[-],1.00E-04,0,Point,0,99,B
product,LY.0400.010,house.prev,[-],0.05,1,point,0,99,B
product,LY.0500.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0500.010,volume,m^3,480,0,Point,0,99,B
product,LY.0500.010,mass,g,100,1,Lognormal,0,99,B
product,LY.0500.010,use.freq,1/year,4,1,lognormal,0,99,B
product,LY.0500.010,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0500.010,use.prev,[-],0,1,point,0,12,B
product,LY.0500.010,use.prev,[-],0.05,1,point,0,99,M
product,LY.0500.010,f.contact,[-],0.005,0,Point,0,99,B
product,LY.0500.010,house.prev,[-],0.05,1,point,0,99,B
product,LY.0600.030,f.residual,[-],0.01,0,point,0,99,B
product,LY.0600.030,volume,m^3,480,0,Point,0,99,B
product,LY.0600.030,mass,g,10000,1,Lognormal,0,99,B
product,LY.0600.030,use.freq,1/year,4,1,lognormal,0,99,B
product,LY.0600.030,duration,minutes,120,1,Lognormal,0,99,B
product,LY.0600.030,use.prev,[-],0.01,1,point,0,12,B
product,LY.0600.030,use.prev,[-],0.4,1,point,13,99,M
product,LY.0600.030,use.prev,[-],0.4,1,point,13,99,W
product,LY.0600.030,f.contact,[-],5.00E-05,0,Point,0,99,B
product,LY.0600.030,house.prev,[-],0.4,1,point,0,99,B
product,LY.0700.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0700.010,volume,m^3,480,0,Point,0,99,B
product,LY.0700.010,mass,g,500,1,Lognormal,0,99,B
product,LY.0700.010,use.freq,1/year,16,1,lognormal,0,99,B
product,LY.0700.010,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0700.010,use.prev,[-],0,1,point,0,12,B
product,LY.0700.010,use.prev,[-],0.05,1,point,13,99,M
product,LY.0700.010,use.prev,[-],0.05,1,point,13,99,W
product,LY.0700.010,f.contact,[-],0.001,0,Point,0,99,B
product,LY.0700.010,house.prev,[-],0.05,1,point,0,99,B
product,LY.0600.040,f.residual,[-],0.01,0,point,0,99,B
product,LY.0600.040,volume,m^3,480,0,Point,0,99,B
product,LY.0600.040,mass,g,250,1,Lognormal,0,99,B
product,LY.0600.040,use.freq,1/year,12,1,lognormal,0,99,B
product,LY.0600.040,duration,minutes,60,1,Lognormal,0,99,B
product,LY.0600.040,use.prev,[-],0.05,1,point,0,12,B
product,LY.0600.040,use.prev,[-],0.2,1,point,13,99,M
product,LY.0600.040,use.prev,[-],0.2,1,point,13,99,W
product,LY.0600.040,f.contact,[-],0.002,0,Point,0,99,B
product,LY.0600.040,house.prev,[-],0.2,1,point,0,99,B
product,LY.0800.010,f.residual,[-],0.01,0,point,0,99,B
product,LY.0800.010,volume,m^3,480,0,Point,0,99,B
product,LY.0800.010,mass,g,1000,1,Lognormal,0,99,B
product,LY.0800.010,use.freq,1/year,2,1,lognormal,0,99,B
product,LY.0800.010,duration,minutes,60,1,Lognormal,0,99,B
product,LY.0800.010,use.prev,[-],0,1,point,0,12,B
product,LY.0800.010,use.prev,[-],0.05,1,point,13,99,M
product,LY.0800.010,use.prev,[-],0.05,1,point,13,99,W
product,LY.0800.010,f.contact,[-],5.00E-04,0,Point,0,99,B
product,LY.0800.010,house.prev,[-],0.05,1,point,0,99,B
product,LY.0600.050,f.residual,[-],0.01,0,point,0,99,B
product,LY.0600.050,volume,m^3,480,0,Point,0,99,B
product,LY.0600.050,mass,g,100,1,Lognormal,0,99,B
product,LY.0600.050,use.freq,1/year,4,1,lognormal,0,99,B
product,LY.0600.050,duration,minutes,20,1,Lognormal,0,99,B
product,LY.0600.050,use.prev,[-],0,1,point,0,12,B
product,LY.0600.050,use.prev,[-],0.01,1,point,13,99,M
